part_id,production_timestamp,line_id,station_id,operator_id,measure_diam_mm,measure_length_mm,flatness_mm,torque_Nm,surface_roughness_Ra,temp_process_C,vibration_level,cycle_time_s,material_batch,visual_inspection_score,defect_label
2406,2024-05-22 14:12:51,7,5,2,15.91,59.566,27.334,309.804,16.905,113.192,0.907223,162.746,MB-2024W21-L07-641,0.292172,0
2407,2025-06-03 14:26:07,8,13,1,30.954,64.929,30.765,184.36,33.065,138.083,0.544375,135.419,MB-2025W23-L08-667,0.597985,0
2408,2024-10-23 13:32:21,7,15,4,18.373,45.865,24.882,440.772,21.741,73.35,0.469089,248.844,MB-2024W43-L07-156,0.967447,0
2409,2024-08-21 09:20:28,1,8,4,34.347,50.623,36.199,413.156,36.7,92.503,0.080736,118.061,MB-2024W34-L01-246,0.807014,0
2410,2024-03-08 10:08:54,4,2,4,25.528,39.395,27.507,171.569,40.07,81.494,0.274122,267.417,MB-2024W10-L04-298,0.306027,0
2411,2024-04-19 15:09:39,9,11,8,16.514,52.997,21.519,435.014,35.354,110.916,0.527049,115.96,MB-2024W16-L09-793,0.38265,0
2412,2025-11-14 10:23:47,1,2,3,10.245,46.754,20.352,141.562,20.474,122.81,0.199252,265.862,MB-2025W46-L01-931,0.62426,0
2413,2024-08-27 11:44:01,7,5,5,49.47,64.946,24.417,431.084,46.367,104.446,0.055978,135.54,MB-2024W35-L07-157,0.683295,0
2414,2024-09-17 12:49:56,9,19,4,20.643,40.17,36.709,284.366,42.01,121.379,0.015312,192.811,MB-2024W38-L09-529,0.171536,0
2415,2025-05-02 10:52:53,3,8,1,47.205,31.217,28.513,277.803,20.103,97.185,0.930092,231.412,MB-2025W18-L03-512,0.776203,0
2416,2024-09-25 12:35:19,5,15,10,20.219,62.415,23.414,467.644,44.655,125.6,0.292707,251.687,MB-2024W39-L05-006,0.177773,0
2417,2025-01-21 17:25:00,3,17,9,33.46,69.976,27.084,144.265,27.619,101.398,0.003585,294.438,MB-2025W04-L03-622,0.157923,0
2418,2024-02-05 16:10:29,6,2,6,29.089,39.119,34.249,211.423,46.722,75.068,0.887401,159.069,MB-2024W06-L06-838,0.054177,0
2419,2025-07-21 14:12:18,3,12,1,40.227,49.454,32.007,425.634,41.533,89.177,0.230354,292.057,MB-2025W30-L03-777,0.295688,0
2420,2024-11-06 12:14:58,4,16,7,35.623,62.845,25.75,264.586,19.832,80.243,0.64885,203.068,MB-2024W45-L04-341,0.812138,0
2421,2025-05-19 14:47:53,5,17,8,14.232,53.382,36.725,147.167,15.01,86.912,0.488227,120.955,MB-2025W21-L05-495,0.614289,0
2422,2024-03-15 15:31:02,5,16,10,37.673,48.867,29.689,200.57,38.57,72.365,0.710025,171.309,MB-2024W11-L05-912,0.527873,0
2423,2024-09-04 08:05:34,5,17,7,36.968,49.471,24.162,217.509,21.125,100.269,0.377037,100.982,MB-2024W36-L05-404,0.135101,0
2424,2023-12-28 13:17:15,1,10,8,32.333,51.729,23.859,306.703,18.428,121.153,0.35559,271.518,MB-2023W52-L01-695,0.790517,0
2425,2025-03-18 12:51:15,5,1,5,19.883,44.601,28.043,154.693,34.308,126.684,0.483151,188.231,MB-2025W12-L05-941,0.132399,0
2426,2024-10-29 08:26:23,9,10,9,28.795,32.78,26.302,204.65,35.901,75.364,0.338303,197.497,MB-2024W44-L09-161,0.886406,0
2427,2024-06-11 09:50:29,9,8,10,10.457,68.253,35.257,243.158,33.977,80.852,0.698187,269.853,MB-2024W24-L09-670,0.041767,0
2428,2025-04-02 11:12:55,6,7,3,42.232,63.467,37.593,216.112,44.603,77.439,0.253959,261.936,MB-2025W14-L06-738,0.488835,0
2429,2025-10-28 16:04:50,6,9,8,36.168,64.249,20.739,404.34,48.111,73.188,0.982931,191.764,MB-2025W44-L06-318,0.067852,0
2430,2024-06-21 08:27:55,7,11,10,34.384,33.764,38.589,365.329,40.933,90.065,0.343123,141.119,MB-2024W25-L07-555,0.897017,0
2431,2025-01-29 09:33:03,10,4,1,44.61,30.807,36.207,382.305,29.877,140.693,0.429315,227.825,MB-2025W05-L10-033,0.890407,0
2432,2025-05-20 08:46:48,3,4,9,28.157,32.734,34.378,481.155,33.047,78.069,0.320275,192.519,MB-2025W21-L03-254,0.231599,0
2433,2025-10-20 13:53:54,2,4,1,23.273,69.869,38.344,267.832,47.322,78.83,0.145387,165.538,MB-2025W43-L02-164,0.477061,0
2434,2025-10-06 14:26:49,2,18,3,40.808,63.603,23.325,296.218,32.488,121.307,0.534028,173.406,MB-2025W41-L02-265,0.648523,0
2435,2024-11-01 10:06:21,10,3,10,11.033,51.193,21.998,378.275,37.095,114.821,0.334735,173.582,MB-2024W44-L10-233,0.465199,1
2436,2024-03-28 15:53:30,5,7,8,31.184,44.736,28.071,297.608,29.722,79.861,0.751376,266.922,MB-2024W13-L05-728,0.255269,0
2437,2025-07-15 15:53:37,2,9,5,20.869,61.374,27.392,118.054,19.538,138.916,0.123037,245.317,MB-2025W29-L02-795,0.312349,1
2438,2024-11-06 16:40:17,10,16,3,30.962,36.453,34.66,301.321,45.935,129.933,0.305504,190.69,MB-2024W45-L10-274,0.206133,0
2439,2025-09-22 11:29:10,10,16,10,39.634,35.968,37.276,145.963,44.108,143.576,0.480441,138.981,MB-2025W39-L10-647,0.411048,0
2440,2025-07-14 12:28:27,6,9,8,47.586,50.349,36.716,434.526,38.09,145.202,0.967529,148.678,MB-2025W29-L06-932,0.666825,1
2441,2024-04-12 08:08:58,1,11,4,24.184,58.558,21.103,272.066,42.263,106.767,0.558245,139.008,MB-2024W15-L01-787,0.401302,0
2442,2025-06-19 13:38:22,8,10,4,10.801,32.451,38.494,240.078,48.164,74.71,0.293517,140.196,MB-2025W25-L08-699,0.099603,0
2443,2024-12-30 10:08:39,8,15,6,41.056,30.024,22.21,162.3,27.915,149.431,0.734982,193.743,MB-2025W01-L08-219,0.439079,0
2444,2025-10-31 17:06:40,6,1,7,41.87,41.825,39.992,283.408,32.779,118.599,0.023514,158.822,MB-2025W44-L06-645,0.511721,1
2445,2024-09-18 11:07:13,7,15,7,22.48,68.03,27.925,493.608,19.285,75.34,0.510275,299.122,MB-2024W38-L07-495,0.272709,1
2446,2024-10-16 14:06:41,7,2,5,42.276,69.553,30.247,492.433,11.792,86.333,0.620354,178.156,MB-2024W42-L07-328,0.908047,0
2447,2024-10-23 12:24:33,6,2,3,46.411,39.502,20.59,349.533,49.628,88.115,0.865137,130.946,MB-2024W43-L06-057,0.770802,0
2448,2024-11-25 13:42:27,7,13,8,26.238,42.919,33.12,229.729,39.435,84.301,0.156772,294.327,MB-2024W48-L07-884,0.113919,0
2449,2025-07-24 08:17:18,10,9,4,27.373,32.931,31.003,104.811,32.161,75.423,0.975998,203.859,MB-2025W30-L10-464,0.953571,0
2450,2025-02-28 17:11:10,2,8,7,40.288,66.505,31.202,218.645,23.29,99.783,0.408762,163.061,MB-2025W09-L02-012,0.030172,0
2451,2024-10-08 10:57:49,6,12,8,11.445,45.939,29.854,419.137,21.572,80.137,0.190952,285.677,MB-2024W41-L06-858,0.586679,0
2452,2025-05-15 17:46:04,9,19,7,16.933,67.347,31.226,338.681,44.97,89.721,0.430886,106.998,MB-2025W20-L09-343,0.648157,0
2453,2025-08-05 17:37:23,2,12,2,48.059,64.902,28.935,480.849,13.022,116.802,0.474622,204.196,MB-2025W32-L02-224,0.587962,1
2454,2025-08-08 17:42:24,3,15,4,44.732,62.289,26.685,358.546,36.762,119.953,0.492513,237.544,MB-2025W32-L03-961,0.111998,0
2455,2024-11-22 13:04:35,2,13,5,40.801,39.93,36.248,151.003,37.006,90.937,0.878746,189.93,MB-2024W47-L02-523,0.741462,1
2456,2025-02-05 11:52:16,1,4,5,37.64,36.713,34.411,128.921,32.335,91.798,0.774394,211.111,MB-2025W06-L01-675,0.879722,0
2457,2025-05-23 16:23:33,8,10,9,40.572,64.581,34.548,393.309,14.775,80.861,0.40185,121.993,MB-2025W21-L08-616,0.754076,0
2458,2024-08-30 17:40:22,1,17,1,30.599,62.257,32.161,104.768,44.111,142.726,0.507868,209.301,MB-2024W35-L01-198,0.267771,0
2459,2024-03-19 14:17:49,1,11,1,37.795,65.727,26.782,492.371,38.408,97.302,0.641573,244.132,MB-2024W12-L01-830,0.657291,0
2460,2024-03-14 10:25:57,10,2,3,41.116,69.986,21.944,380.662,32.736,103.442,0.889708,292.16,MB-2024W11-L10-935,0.075086,0
2461,2024-03-21 11:53:32,5,14,8,15.961,57.417,34.545,326.393,44.558,101.723,0.158693,191.407,MB-2024W12-L05-637,0.808726,0
2462,2025-06-11 11:48:44,9,9,10,38.975,53.953,36.945,255.517,44.479,81.891,0.244691,115.807,MB-2025W24-L09-763,0.843429,0
2463,2025-10-30 10:29:01,7,12,8,14.799,46.783,27.088,440.248,46.761,120.537,0.211082,157.082,MB-2025W44-L07-354,0.574699,0
2464,2024-04-02 11:33:36,5,8,9,40.755,63.881,20.459,498.47,49.729,141.468,0.978986,210.517,MB-2024W14-L05-261,0.489197,1
2465,2025-05-26 09:10:15,3,14,2,44.656,44.563,36.796,411.712,29.6,95.648,0.396861,200.797,MB-2025W22-L03-331,0.013321,0
2466,2024-06-10 15:50:15,4,19,4,24.76,55.34,38.51,436.16,37.013,107.906,0.530401,212.92,MB-2024W24-L04-128,0.927876,0
2467,2024-05-23 17:09:42,1,14,10,17.111,56.572,31.958,424.094,48.075,104.847,0.163233,147.999,MB-2024W21-L01-085,0.538872,0
2468,2024-03-27 17:17:02,8,11,4,31.297,54.521,32.147,401.037,23.775,97.137,0.990122,267.006,MB-2024W13-L08-798,0.821191,0
2469,2024-02-29 15:54:22,3,5,9,44.436,49.885,33.559,110.694,15.198,93.696,0.867547,103.546,MB-2024W09-L03-677,0.7489,0
2470,2024-06-13 17:41:43,5,9,8,41.078,56.678,25.551,497.592,43.558,92.55,0.246708,114.645,MB-2024W24-L05-191,0.742984,0
2471,2025-03-12 12:28:01,2,17,7,35.486,65.537,28.441,294.541,39.788,107.656,0.6459,127.149,MB-2025W11-L02-949,0.05174,1
2472,2024-06-19 08:52:12,1,10,1,30.372,39.876,29.366,323.124,25.771,133.388,0.642411,189.393,MB-2024W25-L01-805,0.71157,0
2473,2025-07-25 13:23:12,6,8,4,47.297,35.699,26.49,336.589,47.647,80.374,0.263678,172.017,MB-2025W30-L06-489,0.764176,0
2474,2024-12-03 16:57:54,3,15,8,36.978,31.916,39.902,363.348,30.847,140.181,0.186701,119.962,MB-2024W49-L03-539,0.925571,0
2475,2025-09-29 17:49:02,1,8,7,30.22,41.909,36.227,106.326,39.923,123.372,0.462121,280.043,MB-2025W40-L01-906,0.625854,0
2476,2025-05-21 15:11:26,9,8,6,30.119,53.762,28.941,289.922,45.218,116.098,0.95218,265.878,MB-2025W21-L09-182,0.682469,0
2477,2025-12-17 14:23:07,4,5,1,22.689,46.292,37.043,385.075,38.163,107.936,0.950255,182.302,MB-2025W51-L04-661,0.987158,0
2478,2024-06-07 13:17:59,2,17,10,38.703,59.852,21.569,189.93,32.968,119.472,0.290576,227.443,MB-2024W23-L02-600,0.978142,1
2479,2024-11-27 17:54:58,2,4,9,16.917,68.114,26.644,352.146,13.495,92.463,0.213764,197.483,MB-2024W48-L02-411,0.42252,0
2480,2025-03-04 10:42:48,9,19,7,47.746,65.114,33.579,328.077,38.32,114.316,0.631663,262.018,MB-2025W10-L09-021,0.794298,1
2481,2024-05-09 13:09:59,2,1,1,30.184,46.312,28.324,123.083,17.288,76.865,0.488443,217.235,MB-2024W19-L02-888,0.10768,0
2482,2024-03-08 14:30:12,1,19,7,35.299,61.38,39.818,105.608,30.45,70.125,0.265169,288.014,MB-2024W10-L01-496,0.514844,0
2483,2025-05-29 09:36:52,5,6,3,45.992,41.72,39.519,376.906,48.344,103.883,0.70377,125.702,MB-2025W22-L05-529,0.297411,1
2484,2024-12-18 08:18:16,1,12,2,16.212,43.275,23.601,186.857,46.403,86.454,0.943007,165.509,MB-2024W51-L01-475,0.944547,0
2485,2024-12-02 10:41:40,8,16,8,18.507,66.128,35.74,152.032,41.967,131.523,0.532032,196.421,MB-2024W49-L08-682,0.048088,1
2486,2024-02-19 15:05:30,5,19,8,35.182,57.429,23.647,304.002,48.223,103.035,0.940371,298.257,MB-2024W08-L05-493,0.59633,0
2487,2024-07-22 08:54:22,7,13,7,28.983,61.746,37.958,399.992,28.379,130.056,0.170278,253.609,MB-2024W30-L07-434,0.368252,0
2488,2024-05-24 13:18:53,4,2,4,25.474,69.557,38.343,248.686,15.776,98.993,0.532019,245.529,MB-2024W21-L04-502,0.889454,0
2489,2024-06-14 08:22:34,1,16,9,36.098,41.901,29.225,254.403,47.891,103.216,0.678429,287.923,MB-2024W24-L01-388,0.183414,1
2490,2024-03-15 17:17:29,10,20,4,40.837,45.794,37.213,466.611,23.35,125.843,0.255667,216.019,MB-2024W11-L10-598,0.762054,0
2491,2025-11-12 14:50:48,10,11,7,49.685,38.708,20.33,360.778,18.034,81.607,0.925581,258.508,MB-2025W46-L10-696,0.053817,1
2492,2024-12-16 11:02:33,5,2,8,44.805,68.602,36.196,438.742,12.219,94.037,0.909498,121.619,MB-2024W51-L05-670,0.204482,0
2493,2025-12-15 12:02:26,4,16,4,16.404,66.877,37.737,406.169,33.828,116.46,0.544125,188.133,MB-2025W51-L04-063,0.468813,0
2494,2025-03-21 13:40:24,5,17,10,38.569,31.477,21.783,172.859,33.513,118.412,0.608984,220.264,MB-2025W12-L05-300,0.096099,0
2495,2025-05-16 13:28:51,3,16,1,15.092,39.891,35.519,430.15,18.486,80.295,0.509314,139.007,MB-2025W20-L03-431,0.815371,1
2496,2025-02-18 16:43:30,2,8,7,43.772,41.485,27.194,292.812,37.728,129.348,0.990826,205.26,MB-2025W08-L02-641,0.172782,0
2497,2024-11-08 16:14:41,2,19,6,40.116,48.917,33.329,462.877,23.44,118.003,0.155139,238.544,MB-2024W45-L02-133,0.361531,0
2498,2024-01-12 10:18:23,6,18,8,44.785,65.93,23.899,413.534,16.054,81.827,0.778251,242.7,MB-2024W02-L06-229,0.608353,0
2499,2025-10-16 13:53:57,6,5,9,27.553,54.499,22.077,390.48,17.755,134.226,0.598627,181.988,MB-2025W42-L06-161,0.484424,0
2500,2024-11-07 15:42:46,5,16,5,21.079,44.397,20.677,373.779,45.875,89.631,0.758191,284.66,MB-2024W45-L05-564,0.122904,0
2501,2024-01-30 12:22:58,1,17,9,47.385,49.207,28.062,224.2,47.422,98.05,0.025562,235.53,MB-2024W05-L01-667,0.542937,1
2502,2025-11-13 09:04:39,9,1,2,37.217,46.819,31.891,421.486,20.4,109.964,0.079379,142.429,MB-2025W46-L09-791,0.531391,0
2503,2024-10-16 16:51:10,7,13,4,41.432,41.827,35.256,196.895,18.77,94.028,0.444214,155.3,MB-2024W42-L07-998,0.574076,0
2504,2024-04-22 16:51:29,8,19,3,41.729,67.254,28.608,457.013,30.08,119.291,0.074265,100.104,MB-2024W17-L08-298,0.218577,0
2505,2024-08-22 15:39:18,8,8,5,12.011,68.545,22.306,215.917,22.78,120.672,0.252498,126.113,MB-2024W34-L08-640,0.416709,0
2506,2024-02-20 10:09:42,10,14,3,20.787,67.979,29.736,194.497,48.81,100.212,0.57214,250.215,MB-2024W08-L10-595,0.935804,1
2507,2024-06-20 10:40:58,9,3,8,25.555,44.594,32.28,358.218,31.086,111.918,0.806239,201.193,MB-2024W25-L09-697,0.595597,0
2508,2025-09-04 13:54:42,6,15,2,35.27,51.409,39.184,205.578,41.706,118.074,0.390303,283.764,MB-2025W36-L06-579,0.243158,0
2509,2024-12-27 15:40:04,6,16,5,29.335,39.48,32.804,131.744,18.89,91.933,0.455102,173.838,MB-2024W52-L06-075,0.902465,0
2510,2025-08-01 12:45:50,10,3,9,32.511,50.766,26.642,297.111,44.819,113.029,0.97341,125.367,MB-2025W31-L10-609,0.187399,1
2511,2024-08-27 16:12:00,1,2,6,21.466,59.578,28.763,251.914,32.021,92.751,0.32252,213.455,MB-2024W35-L01-284,0.571653,0
2512,2024-03-12 11:35:44,3,10,7,49.227,37.538,24.686,475.095,46.411,131.982,0.763003,167.247,MB-2024W11-L03-899,0.202178,0
2513,2025-11-26 17:35:51,6,20,8,42.846,56.822,20.403,258.381,42.422,110.302,0.730236,124.008,MB-2025W48-L06-001,0.403339,0
2514,2025-05-12 12:13:29,9,16,6,44.383,35.852,34.031,290.437,17.614,138.155,0.424923,109.48,MB-2025W20-L09-467,0.931967,0
2515,2025-01-14 08:27:37,9,8,7,36.294,69.831,30.065,230.361,23.399,70.891,0.879444,111.05,MB-2025W03-L09-285,0.642586,0
2516,2024-04-23 08:54:34,1,15,3,47.806,65.789,34.587,488.311,39.617,124.901,0.017218,188.289,MB-2024W17-L01-187,0.231323,0
2517,2024-04-24 08:24:31,3,13,6,23.825,45.432,20.314,348.461,36.828,129.027,0.425355,124.213,MB-2024W17-L03-328,0.458813,0
2518,2025-05-01 12:47:50,9,15,3,22.629,33.622,37.585,414.61,43.898,106.828,0.034299,201.204,MB-2025W18-L09-008,0.500814,0
2519,2025-09-09 17:24:26,6,7,9,10.089,37.832,27.838,347.435,29.089,104.99,0.216925,223.843,MB-2025W37-L06-788,0.370958,0
2520,2024-12-05 16:11:02,1,12,2,17.267,61.179,30.695,227.029,31.9,114.223,0.781387,265.589,MB-2024W49-L01-886,0.183161,0
2521,2025-07-08 12:35:16,6,8,8,32.94,42.407,24.454,141.37,19.653,139.664,0.426104,138.443,MB-2025W28-L06-981,0.03534,0
2522,2025-10-21 14:54:06,9,7,1,27.002,67.336,30.318,149.449,27.722,85.916,0.394666,167.194,MB-2025W43-L09-957,0.413763,0
2523,2025-03-05 12:45:21,8,12,6,24.229,61.386,34.7,401.362,23.086,78.039,0.003005,288.688,MB-2025W10-L08-686,0.757215,0
2524,2024-01-01 15:18:32,8,5,6,21.747,37.153,33.769,421.228,31.328,119.188,0.502193,112.938,MB-2024W01-L08-934,0.628183,0
2525,2024-06-04 10:22:46,6,17,8,23.704,50.154,35.121,413.675,35.171,73.717,0.02128,157.626,MB-2024W23-L06-813,0.114141,0
2526,2025-07-16 08:48:35,6,2,8,47.999,60.509,31.597,146.777,25.159,111.84,0.118883,253.305,MB-2025W29-L06-089,0.822138,0
2527,2025-05-09 14:33:50,6,13,7,21.381,58.185,28.809,361.762,11.802,73.315,0.82926,167.143,MB-2025W19-L06-972,0.300869,0
2528,2025-04-22 17:51:04,10,5,3,29.102,46.246,37.837,349.188,11.486,122.065,0.310169,257.927,MB-2025W17-L10-341,0.623815,0
2529,2025-05-15 10:35:33,6,17,1,25.75,52.497,28.069,294.895,44.833,94.352,0.325207,201.997,MB-2025W20-L06-497,0.7438,1
2530,2025-08-14 14:39:11,4,8,6,21.871,55.713,23.68,208.859,35.442,132.674,0.630672,242.039,MB-2025W33-L04-254,0.401378,0
2531,2024-09-25 15:05:25,1,2,1,18.469,66.287,34.201,107.271,38.059,139.839,0.724273,273.556,MB-2024W39-L01-755,0.543733,0
2532,2024-08-13 14:49:43,3,11,2,10.41,53.014,22.19,275.012,32.585,110.157,0.447817,114.703,MB-2024W33-L03-976,0.824635,0
2533,2024-06-13 11:30:54,2,13,7,45.733,39.193,32.534,217.623,34.11,124.349,0.549516,172.967,MB-2024W24-L02-259,0.101148,0
2534,2024-11-28 11:54:08,7,13,3,19.265,36.192,26.984,268.681,15.089,102.195,0.500579,178.932,MB-2024W48-L07-166,0.770277,0
2535,2025-08-29 08:36:55,10,12,8,39.824,53.374,26.182,212.039,11.485,74.794,0.564069,201.122,MB-2025W35-L10-123,0.783644,0
2536,2025-08-15 13:17:24,4,8,2,29.841,67.313,20.736,211.098,25.306,145.499,0.082486,266.855,MB-2025W33-L04-459,0.769997,1
2537,2024-05-15 08:02:01,7,11,1,27.206,41.357,26.9,363.839,39.594,81.475,0.902926,182.817,MB-2024W20-L07-746,0.596069,0
2538,2024-06-10 14:51:00,5,3,10,47.281,62.712,31.154,201.716,30.239,136.279,0.135037,220.588,MB-2024W24-L05-828,0.810585,1
2539,2025-12-15 10:08:16,4,20,7,23.011,36.591,37.979,426.701,36.805,70.194,0.801648,156.264,MB-2025W51-L04-319,0.675874,0
2540,2024-11-25 11:54:44,5,1,3,37.752,37.613,23.826,161.969,24.129,100.831,0.556987,128.676,MB-2024W48-L05-738,0.944657,1
2541,2025-10-23 17:54:07,2,7,9,37.517,43.787,36.849,330.256,24.063,144.379,0.870733,225.686,MB-2025W43-L02-888,0.772732,0
2542,2025-05-02 09:21:58,1,12,7,12.47,66.19,32.945,310.237,16.877,71.06,0.156354,114.364,MB-2025W18-L01-211,0.391292,0
2543,2025-02-06 15:19:09,3,20,4,47.452,59.332,24.965,262.684,16.334,89.797,0.154651,181.885,MB-2025W06-L03-938,0.448825,0
2544,2025-11-07 12:04:55,8,10,7,34.576,66.461,35.87,443.968,33.225,137.562,0.762316,207.486,MB-2025W45-L08-724,0.446349,0
2545,2025-04-10 14:42:11,5,19,3,17.755,32.917,28.342,238.631,45.393,82.559,0.866333,245.537,MB-2025W15-L05-419,0.884479,0
2546,2024-11-01 10:09:49,10,1,6,35.965,65.903,32.923,183.695,17.469,85.311,0.396832,280.388,MB-2024W44-L10-212,0.711241,0
2547,2024-09-13 15:35:36,8,15,10,19.733,31.649,24.147,372.235,18.864,85.976,0.654185,259.098,MB-2024W37-L08-909,0.664747,0
2548,2025-09-18 13:44:39,9,1,2,10.453,39.981,22.703,123.328,14.769,117.759,0.500733,267.31,MB-2025W38-L09-630,0.737603,0
2549,2024-06-27 12:45:43,6,7,2,32.535,51.767,21.885,293.875,20.404,76.927,0.317521,260.693,MB-2024W26-L06-387,0.021489,0
2550,2025-10-10 11:56:26,1,17,7,17.334,58.629,27.064,215.882,11.515,81.292,0.912849,230.604,MB-2025W41-L01-319,0.809739,0
2551,2024-03-13 17:43:55,8,18,10,35.533,52.01,33.926,447.53,45.75,146.933,0.099299,258.415,MB-2024W11-L08-045,0.244714,0
2552,2025-02-06 12:51:48,3,3,1,21.564,33.095,37.329,437.741,45.6,109.714,0.651611,178.937,MB-2025W06-L03-906,0.709097,0
2553,2025-05-05 11:05:04,1,19,10,24.153,64.69,28.453,258.264,47.311,73.969,0.533399,183.75,MB-2025W19-L01-401,0.092943,0
2554,2024-05-23 13:48:37,3,4,5,12.157,57.436,29.068,469.412,40.177,116.285,0.195011,102.002,MB-2024W21-L03-159,0.89366,1
2555,2025-09-01 16:58:55,1,11,7,11.583,30.291,23.545,360.789,21.382,92.833,0.825325,278.563,MB-2025W36-L01-536,0.448884,0
2556,2025-11-13 11:03:13,9,20,3,23.207,36.964,31.921,430.472,16.917,115.992,0.670621,134.931,MB-2025W46-L09-263,0.770855,1
2557,2025-06-06 14:14:15,5,19,4,48.029,65.717,29.786,453.334,21.666,121.271,0.50586,180.364,MB-2025W23-L05-615,0.311286,0
2558,2024-12-26 17:41:37,9,2,1,42.56,63.246,31.48,394.578,20.784,104.28,0.399783,297.398,MB-2024W52-L09-248,0.835837,0
2559,2024-01-05 14:56:05,6,12,6,21.206,66.725,30.883,315.865,24.435,71.089,0.741684,249.535,MB-2024W01-L06-632,0.969306,0
2560,2025-08-27 14:55:51,4,4,8,15.792,55.206,21.556,190.809,24.503,117.005,0.500324,156.551,MB-2025W35-L04-113,0.209478,0
2561,2024-01-16 10:32:15,6,14,10,13.625,54.723,23.998,468.514,18.352,84.847,0.849207,186.956,MB-2024W03-L06-829,0.986217,0
2562,2024-02-21 09:01:42,1,19,4,49.588,59.73,22.609,254.532,43.515,88.137,0.116971,118.898,MB-2024W08-L01-563,0.052485,0
2563,2024-12-26 14:05:30,4,4,1,13.429,47.955,32.041,332.833,22.657,143.699,0.250049,166.89,MB-2024W52-L04-682,0.110134,0
2564,2025-06-26 15:29:15,6,1,9,10.465,63.66,35.142,233.086,40.854,133.834,0.23275,171.622,MB-2025W26-L06-232,0.802569,0
2565,2025-09-04 13:38:39,6,3,8,27.288,44.46,25.275,195.923,47.809,82.006,0.18572,285.691,MB-2025W36-L06-776,0.527256,0
2566,2024-08-08 09:13:00,2,2,7,33.245,68.674,27.327,278.3,27.752,76.492,0.301014,108.769,MB-2024W32-L02-511,0.470819,0
2567,2025-04-16 11:40:25,3,5,8,43.882,49.728,35.848,407.373,16.529,148.802,0.315908,192.918,MB-2025W16-L03-640,0.912684,0
2568,2025-07-11 08:38:50,9,20,2,32.154,39.971,29.547,142.356,44.631,79.066,0.066691,132.496,MB-2025W28-L09-161,0.263094,0
2569,2024-08-16 12:57:58,9,10,6,48.646,47.584,21.487,369.118,18.156,75.948,0.741072,279.14,MB-2024W33-L09-271,0.88478,1
2570,2024-08-20 08:31:42,1,14,7,46.188,42.699,21.07,240.754,39.611,70.393,0.254166,278.556,MB-2024W34-L01-815,0.649529,1
2571,2024-03-13 08:25:12,8,13,2,18.252,65.074,22.267,368.841,28.077,112.581,0.857085,232.933,MB-2024W11-L08-849,0.522347,0
2572,2025-05-23 10:22:53,8,6,1,40.984,55.998,34.717,226.877,44.232,132.492,0.722798,241.922,MB-2025W21-L08-567,0.873149,0
2573,2024-11-14 11:29:20,3,10,2,44.803,38.231,35.246,169.011,48.416,126.589,0.842383,267.243,MB-2024W46-L03-485,0.253479,0
2574,2025-02-05 14:33:08,5,13,7,15.834,39.153,36.859,357.688,45.782,140.585,0.126296,114.657,MB-2025W06-L05-943,0.079234,0
2575,2025-03-31 12:47:09,7,2,4,42.358,33.912,34.034,345.353,19.523,143.548,0.422569,163.72,MB-2025W14-L07-772,0.06463,0
2576,2024-05-17 15:23:35,7,9,6,40.45,39.345,38.931,400.825,20.813,133.401,0.009549,106.747,MB-2024W20-L07-842,0.323578,0
2577,2025-07-22 08:07:06,2,7,8,45.392,39.684,22.104,373.438,47.859,113.466,0.84783,109.103,MB-2025W30-L02-439,0.483531,1
2578,2025-02-04 14:40:00,6,15,7,19.097,30.548,22.13,369.472,35.36,147.353,0.638726,197.691,MB-2025W06-L06-247,0.837814,0
2579,2024-07-03 11:10:39,4,12,10,27.281,54.119,20.689,365.941,30.079,98.82,0.836101,172.562,MB-2024W27-L04-682,0.24142,0
2580,2023-12-26 13:08:13,8,11,1,41.807,38.571,20.371,464.775,14.623,96.198,0.397828,214.46,MB-2023W52-L08-660,0.447689,1
2581,2024-09-23 13:33:04,10,12,3,11.3,44.004,38.434,161.264,12.697,91.352,0.729921,178.114,MB-2024W39-L10-407,0.505326,0
2582,2024-09-17 08:48:33,10,20,3,44.473,31.409,33.8,389.47,45.946,136.336,0.789241,135.5,MB-2024W38-L10-662,0.487968,0
2583,2025-01-16 12:21:26,10,1,9,41.962,33.561,22.455,484.011,42.867,106.828,0.582568,220.535,MB-2025W03-L10-153,0.878197,0
2584,2024-05-15 08:26:24,3,7,4,23.173,49.442,22.74,100.924,37.605,136.658,0.519103,168.807,MB-2024W20-L03-440,0.756668,1
2585,2025-05-13 08:09:26,3,15,2,38.336,37.545,24.031,360.223,19.301,109.206,0.25438,281.64,MB-2025W20-L03-918,0.101232,0
2586,2024-11-28 13:40:00,3,1,10,33.757,65.855,25.218,247.846,30.327,75.24,0.708909,157.498,MB-2024W48-L03-881,0.342379,0
2587,2025-11-24 09:03:25,10,5,6,35.64,66.279,37.27,329.871,24.356,137.871,0.683875,198.339,MB-2025W48-L10-991,0.607795,0
2588,2025-03-21 17:24:56,4,13,5,23.929,35.958,30.411,350.735,26.891,124.481,0.904479,125.532,MB-2025W12-L04-246,0.148588,1
2589,2025-05-15 14:05:04,2,3,4,18.299,34.276,29.508,175.09,47.822,124.112,0.17812,152.027,MB-2025W20-L02-286,0.974346,0
2590,2024-06-04 08:29:47,5,4,3,15.577,59.171,23.627,442.441,46.254,114.617,0.785352,204.745,MB-2024W23-L05-721,0.321754,0
